movieId,mean_rating,std_rating,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,count_users,rated_by_group,rated_by_all_groups
3809,3.1578947368421053,0.817391371969854,0,0,1,0,2,0,8,2,6,0,0,19,"1, 555","232, 1, 555"
4006,3.75,0.28867513459481287,0,0,0,0,0,0,0,2,2,0,0,4,1,1
5060,3.8703703703703702,1.005681863909264,0,0,1,0,2,0,3,1,12,2,6,27,"1, 480","156, 1, 480"
2,3.4696969696969697,0.8721273190343601,0,1,1,0,2,6,18,8,21,5,4,66,"480, 94","232, 153, 480, 94, 359, 62"
10,3.4551282051282053,0.8145825854661937,0,1,0,0,5,2,29,9,22,5,5,78,"480, 94","232, 480, 94, 262"
11,3.6363636363636362,0.8377963645268319,0,0,0,1,0,5,12,1,18,1,6,44,94,"156, 94, 290"
17,3.8255813953488373,1.122729035548949,0,1,2,0,1,0,6,6,13,2,12,43,94,"156, 94, 302, 346, 262"
19,2.6810344827586206,1.0458702238355713,0,0,6,2,20,1,12,4,10,2,1,58,"480, 94, 555","156, 480, 94, 555"
21,3.5833333333333335,0.7672369140425294,0,0,0,0,3,3,13,1,24,0,4,48,"480, 94, 555","156, 480, 94, 555, 302, 262"
32,3.9842105263157896,0.727326171303141,0,0,0,0,1,1,18,10,36,8,21,95,"480, 94, 555","480, 94, 555, 302"
34,3.636986301369863,1.0809598164639338,0,0,3,1,7,4,8,4,30,2,14,73,"480, 94","156, 480, 94, 290, 359"
39,3.2586206896551726,1.0141169320374894,0,0,4,1,4,2,21,5,14,2,5,58,"480, 94, 555","232, 156, 480, 94, 555, 506, 286"
44,2.65,1.08397416943394,0,0,5,0,8,1,8,2,5,0,1,30,94,94
95,2.99,0.9174610040091902,0,0,3,2,6,3,20,3,11,1,1,50,"480, 94","480, 94, 302"
150,3.881818181818182,0.9084902102123664,0,0,1,0,7,1,20,11,36,6,28,110,"480, 94, 555","232, 156, 480, 94, 555, 290, 359, 286"
153,2.9178082191780823,0.9317460410066184,0,1,4,0,13,4,34,3,10,0,4,73,"480, 94, 555","153, 480, 94, 555"
160,2.75,1.0177004891982149,0,0,4,1,7,3,13,2,4,0,2,36,"480, 94, 555","480, 94, 555"
161,3.6052631578947367,0.8490374913124481,0,0,1,0,4,1,14,6,23,2,6,57,"480, 94","480, 94"
165,3.4746835443037973,0.8507113696603145,0,0,1,0,5,3,31,7,20,3,9,79,"480, 94","232, 480, 94, 286"
185,2.9754098360655736,0.9056591959644494,0,1,3,1,7,4,28,3,12,0,2,61,"480, 94, 555","232, 156, 480, 94, 555, 286"
208,3.0317460317460316,0.970836918105497,0,1,3,0,11,6,18,3,19,0,2,63,"480, 94","480, 94"
225,3.3333333333333335,0.6574889099191458,0,0,0,0,2,1,17,1,11,0,1,33,94,"94, 262"
253,3.5491803278688523,0.8836709324968716,0,1,1,0,3,1,17,6,23,5,4,61,"480, 94","480, 94, 346"
266,3.5,0.8796644381862461,0,1,0,0,2,0,17,4,14,0,5,43,94,"153, 94"
282,3.3703703703703702,0.7794548463829432,0,0,0,0,2,2,12,0,9,0,2,27,"480, 94","480, 94"
288,3.2934782608695654,0.9461975771858981,0,0,1,0,8,1,15,3,13,1,4,46,"480, 94","156, 480, 94"
292,3.4019607843137254,0.793848901511725,0,0,1,0,1,3,24,4,13,0,5,51,94,94
317,3.142857142857143,1.050793351076541,0,3,1,0,4,3,17,4,13,2,2,49,"480, 94","232, 480, 94, 262"
318,4.462209302325581,0.6925010206048016,0,0,1,0,1,0,10,10,38,25,87,172,"480, 215, 94, 152, 555","232, 156, 480, 215, 94, 152, 555, 435, 300, 290, 365, 62, 262"
329,3.3706896551724137,0.8354027541524465,0,0,1,0,5,0,27,5,13,2,5,58,"94, 555","94, 555"
337,3.9375,0.8096821020517736,0,0,0,1,0,2,7,6,18,3,11,48,"480, 94, 555","480, 94, 555, 290, 346, 286"
344,3.0585106382978724,1.036579318084877,0,1,5,3,15,3,31,10,16,4,6,94,"480, 94, 555","156, 480, 94, 555, 62"
357,3.5476190476190474,1.0652664580883557,0,1,3,1,2,2,15,3,25,2,9,63,"480, 94, 555","156, 480, 94, 555, 346"
364,4.052380952380952,0.7169775286274854,0,0,0,0,0,2,18,10,38,11,26,105,"480, 94","232, 153, 480, 94, 286"
377,3.60989010989011,0.7666746296767539,0,0,1,0,2,4,27,13,32,2,10,91,"480, 94","232, 480, 94, 302, 286"
380,3.515463917525773,0.8703854756880194,0,1,0,0,6,3,37,8,27,2,13,97,"480, 94, 555","480, 94, 555, 262"
410,3.1956521739130435,0.7339259792343973,0,0,1,0,4,2,22,5,10,1,1,46,"480, 94, 555","480, 94, 555, 62"
420,2.6527777777777777,0.9548331525488364,0,0,4,1,9,0,16,4,0,0,2,36,"480, 94, 555","480, 94, 555"
432,2.526315789473684,1.0714184108439178,0,2,6,0,6,2,17,0,4,0,1,38,"480, 94","480, 94"
434,3.0078125,0.8237168352068414,0,0,4,0,4,6,37,1,9,0,3,64,"480, 94","480, 94"
435,2.472972972972973,0.9200388423710553,0,0,5,2,10,1,16,0,2,0,1,37,"480, 94, 555","480, 94, 555"
586,2.9934210526315788,1.0376043595790951,0,0,6,3,11,4,26,5,14,3,4,76,"480, 94, 555","232, 153, 156, 480, 94, 555, 62"
587,3.3823529411764706,0.9023917103710808,0,0,1,0,8,2,25,7,16,1,8,68,"480, 94, 555","156, 480, 94, 555, 359, 262"
588,3.7889908256880735,0.9236942184372013,0,1,1,0,6,2,21,11,39,6,22,109,"480, 94","232, 480, 94"
589,4.017094017094017,0.9352567965897627,0,3,0,0,1,3,13,16,35,12,34,117,"480, 94, 555","232, 480, 94, 555, 302, 359"
597,3.54320987654321,0.870335893722208,0,1,1,0,3,4,25,7,27,6,7,81,"480, 94, 555","232, 153, 156, 480, 94, 555, 286"
111,4.078947368421052,0.7893796936531111,0,0,0,0,2,0,9,4,18,9,15,57,"480, 152","156, 480, 152, 290, 346"
541,4.036585365853658,1.038697212872987,0,1,1,1,3,3,7,9,19,8,30,82,"480, 152, 555","156, 480, 152, 555, 290, 359, 365"
750,4.188524590163935,0.8763747981801199,0,0,1,0,2,0,6,5,14,12,21,61,152,"156, 152, 290, 346"
858,4.254901960784314,0.9459269068302392,0,0,1,2,2,4,8,3,21,15,46,102,"480, 152","232, 153, 156, 480, 152, 435, 302, 290, 346, 62"
904,4.387755102040816,0.6395417151696806,0,0,0,0,0,1,1,6,12,9,20,49,152,"156, 152, 290, 346"
908,4.236111111111111,0.659936264358819,0,0,0,0,0,0,3,5,12,4,12,36,152,"156, 152, 290"
1193,4.139240506329114,0.7676834486378881,0,0,1,1,0,0,8,5,29,16,19,79,"480, 152","153, 48, 156, 480, 152, 435, 290, 346, 62, 286"
1203,4.367647058823529,0.48161382004439407,0,0,0,0,0,0,0,2,15,7,10,34,"480, 215, 152","480, 215, 152, 62"
1207,4.166666666666667,0.7284927963857741,0,0,0,0,0,0,7,2,14,3,13,39,"480, 152","156, 480, 152, 315"
1221,4.3161764705882355,0.6686163690714896,0,0,0,0,0,1,5,5,22,9,26,68,"480, 152","156, 480, 152, 435, 302, 290, 346, 62"
1234,3.888888888888889,0.9763620375059798,0,1,1,0,1,1,4,4,20,4,9,45,152,"156, 152, 290"
6016,4.232558139534884,0.7428134836816799,0,0,0,0,1,1,1,7,12,6,15,43,"480, 152","480, 152, 300"
7156,4.214285714285714,0.4879500364742666,0,0,0,0,0,0,0,1,3,2,1,7,152,"232, 152"
7361,4.1875,0.7132338548089047,0,0,0,1,0,3,2,10,28,14,22,80,"480, 215, 152","232, 153, 480, 215, 152, 435, 300, 62, 286"
27773,4.065217391304348,0.9330344900826519,0,0,1,0,0,0,3,2,5,7,5,23,152,152
44555,4.066666666666666,0.5300494136893096,0,0,0,0,0,0,0,5,5,3,2,15,152,"152, 359, 346"
48516,4.166666666666667,0.7400128699009549,0,0,1,0,0,1,4,5,16,19,11,57,"480, 152","232, 480, 152, 435, 62"
57669,4.2,0.7216878364870323,0,0,0,0,0,1,1,5,6,4,8,25,152,"232, 152"
58559,4.25,0.7464776725814716,0,0,0,0,1,1,7,15,12,18,30,84,152,"232, 291, 152, 435, 365, 62"
60074,3.025,0.7859791077978706,0,0,1,0,2,2,8,4,2,1,0,20,152,"232, 152, 62"
60950,2.9583333333333335,1.0103629710818451,0,0,2,0,0,0,6,1,3,0,0,12,152,"153, 152"
61132,3.659090909090909,0.9683855444865762,0,1,0,0,0,1,4,4,7,3,2,22,152,"152, 365"
61323,3.2708333333333335,0.8467221538362519,0,1,0,0,0,2,10,5,4,1,1,24,152,"232, 152, 506"
63876,3.5833333333333335,1.1583033569262704,0,0,0,1,0,0,0,2,2,0,1,6,"215, 152","215, 152"
64620,3.9285714285714284,0.3450327796711771,0,0,0,0,0,0,0,2,4,1,0,7,152,152
64716,4.1875,0.45806269065645216,0,0,0,0,0,0,0,1,4,2,1,8,152,"232, 152"
64839,3.619047619047619,0.8789875127776546,0,0,1,0,0,1,4,5,5,4,1,21,152,"232, 152"
69481,4.142857142857143,0.9238892945431442,0,0,1,0,0,1,0,0,9,5,5,21,152,"232, 152"
72011,3.7058823529411766,0.7301289169003771,0,0,0,1,0,0,2,4,7,3,0,17,152,"232, 152, 62"
72226,3.9,0.9944289260117533,0,0,0,1,0,0,1,0,4,3,1,10,152,152
72378,2.392857142857143,1.2117782773290637,0,2,1,1,3,0,3,2,2,0,0,14,152,"232, 153, 152, 3"
73321,3.388888888888889,0.7406828681096325,0,0,0,0,1,1,0,5,1,1,0,9,152,152
77455,4.25,0.5976143046671968,0,0,0,0,0,0,0,2,2,2,2,8,152,152
79132,4.054878048780488,0.9686636383201103,0,1,1,2,1,2,4,12,20,16,23,82,152,"232, 152, 435, 300, 365, 62"
79702,3.7666666666666666,0.8879784609586185,0,0,0,0,2,2,5,4,8,4,5,30,152,"232, 153, 152, 365, 62"
80489,3.966666666666667,0.5163977794943223,0,0,0,0,0,0,1,4,6,3,1,15,152,152
85414,3.6666666666666665,0.695221787153807,0,0,0,0,1,1,3,6,5,5,0,21,152,"152, 62"
85774,3.75,1.3693063937629153,0,0,1,0,0,0,0,0,2,3,0,6,152,152
86504,4.125,0.8539125638299665,0,0,0,0,0,0,1,0,1,1,1,4,152,152
86781,4.333333333333333,0.5773502691896258,0,0,0,0,0,0,0,0,2,0,1,3,152,152
88129,3.710526315789474,1.134261745631201,0,1,0,0,1,0,3,4,4,2,4,19,152,152
89492,4.138888888888889,0.5637468026661792,0,0,0,0,0,1,0,1,9,5,2,18,152,"152, 62"
89864,3.730769230769231,0.5991446895152781,0,0,0,0,0,0,3,4,4,1,1,13,152,"152, 365, 62"
91630,3.5,0.7791937224739796,0,0,0,0,1,2,3,1,6,2,0,15,152,152
92259,4.2727272727272725,0.7977240352174657,0,0,0,0,0,1,2,3,3,4,9,22,152,"153, 152, 300"
96829,4.25,0.4183300132670378,0,0,0,0,0,0,0,0,4,1,1,6,152,"152, 62"
115713,3.9523809523809526,1.2738206497066404,0,1,1,0,0,1,2,0,3,8,5,21,152,"152, 62"
116897,4.166666666666667,1.0327955589886444,0,0,0,0,0,1,0,1,1,0,3,6,152,"152, 62"
144,3.6875,0.7989949043284676,0,0,0,0,1,0,1,0,5,1,0,8,215,215
180,3.239130434782609,1.021024053868015,0,1,0,0,4,2,2,4,8,2,0,23,215,"215, 365"
778,3.9913793103448274,0.8810449304030923,0,1,0,0,2,1,5,8,18,11,12,58,"480, 215, 555","153, 156, 480, 215, 555, 346, 62, 286"
912,4.375,0.7642584046583388,0,0,0,1,0,1,3,4,12,10,25,56,215,"156, 215, 290, 346"
1061,3.6842105263157894,0.8532702827583979,0,0,1,0,0,0,3,5,6,3,1,19,"480, 215","480, 215, 286"
1091,2.8461538461538463,0.898717034272917,0,0,0,2,2,0,6,1,1,1,0,13,"215, 555","215, 555"
1131,4.0,0.7071067811865476,0,0,0,0,0,0,1,2,3,0,2,8,215,"156, 215, 346"
1172,4.065217391304348,0.8957519419470863,0,0,1,0,0,0,2,1,11,2,6,23,215,"156, 215, 300, 359, 346"
1200,3.856164383561644,0.9770969332912596,0,0,1,1,4,4,8,10,18,10,17,73,"480, 215, 555","480, 215, 555"
1225,4.23469387755102,0.7437380308303465,0,0,0,0,0,1,6,5,12,7,18,49,"480, 215, 555","156, 480, 215, 555, 290, 359, 346"
1233,4.0227272727272725,0.6263513529290229,0,0,0,0,0,0,4,1,10,4,3,22,215,"215, 290"
1246,3.9285714285714284,0.9736101204623269,0,0,1,1,2,1,6,4,14,9,11,49,"480, 215","153, 480, 215, 359, 62"
1247,4.135416666666667,0.8104344995212039,0,0,0,0,3,1,2,3,16,11,12,48,"480, 215","156, 480, 215, 315"
1257,3.6666666666666665,0.9235481451827989,0,0,0,0,2,0,5,1,6,1,3,18,"480, 215, 555","480, 215, 555"
1259,3.9705882352941178,0.757705514734335,0,0,0,0,1,0,9,10,14,5,12,51,"480, 215, 555","153, 480, 215, 555, 290, 365"
1268,4.0,0.7071067811865476,0,0,0,0,0,0,1,0,3,0,1,5,215,215
1271,3.761904761904762,0.7003400534570262,0,0,0,0,1,0,4,4,7,4,1,21,"480, 215","153, 480, 215"
1297,3.5833333333333335,0.9252354327740622,0,0,0,0,1,1,3,1,4,0,2,12,"215, 555","215, 555"
1347,2.90625,1.3566963551215134,0,1,1,2,2,0,2,4,2,0,2,16,"480, 215","480, 215"
1479,3.2142857142857144,0.5447047794019223,0,0,0,0,1,0,8,2,3,0,0,14,215,215
1513,2.8333333333333335,0.8744746321952062,0,0,1,2,1,1,9,2,1,1,0,18,215,"156, 215"
1639,3.54,1.098483803552272,0,1,0,0,3,2,1,5,6,5,2,25,"480, 215","156, 480, 215"
1704,4.102409638554217,0.7189042990033356,0,0,0,0,0,2,11,11,25,12,22,83,"480, 215","153, 156, 480, 215, 300, 290, 359, 346, 365, 62"
1968,3.7857142857142856,0.8831499969148452,0,0,0,1,3,4,9,8,22,4,12,63,"480, 215, 555","156, 480, 215, 555, 346, 365"
2144,3.5344827586206895,0.8653140891643935,0,0,0,1,1,1,10,4,6,3,3,29,"215, 555","156, 215, 555, 365"
2145,3.2857142857142856,0.7171371656006361,0,0,0,0,3,0,8,3,6,1,0,21,"215, 555","215, 555"
2248,3.9285714285714284,0.8409178658720822,0,0,0,0,0,1,6,1,5,3,5,21,"480, 215, 555","480, 215, 555"
2324,4.113207547169812,0.9232129798133207,0,0,0,0,4,1,5,5,10,10,18,53,"480, 215","153, 480, 215, 300, 359, 365"
2686,4.1875,0.7529703086538577,0,0,0,0,0,0,1,1,3,0,3,8,215,215
2762,3.9791666666666665,0.8108366915420621,0,1,0,0,1,4,11,12,34,13,20,96,"480, 215, 555","232, 480, 215, 555, 300, 290, 346, 62, 286"
2915,3.3666666666666667,0.9185195484689154,0,0,1,0,3,1,9,5,8,0,3,30,"215, 555","215, 555, 290"
2918,3.877049180327869,0.7109602526684013,0,0,0,1,0,2,7,13,24,5,9,61,"480, 215, 555","232, 156, 480, 215, 555, 365"
3210,3.25,1.008889063701824,0,1,0,1,2,1,4,3,9,1,0,22,"480, 215, 555","480, 215, 555, 3"
3252,3.7666666666666666,0.8423323628614833,0,0,0,1,0,0,2,3,5,3,1,15,"480, 215","480, 215, 365, 62"
4019,3.6875,0.75,0,0,0,0,1,1,2,2,8,1,1,16,"480, 215","232, 480, 215"
4226,4.127906976744186,0.8159658532057644,0,1,0,1,1,0,7,11,22,23,20,86,"480, 215","232, 153, 156, 480, 215, 365, 286"
4489,3.264705882352941,0.7928912098063866,0,0,0,0,1,4,4,4,2,1,1,17,"480, 215","480, 215"
4616,3.3,0.5700877125495689,0,0,0,0,0,1,1,2,1,0,0,5,215,215
4623,3.7142857142857144,0.7774288420142415,0,0,0,0,1,0,3,2,5,2,1,14,215,215
4878,4.035714285714286,0.8610804999122861,0,0,0,2,1,4,3,9,23,10,18,70,"480, 215","153, 480, 215, 346, 62"
4963,3.789156626506024,0.8305173304300028,0,1,1,0,1,5,9,15,28,16,7,83,"480, 215","232, 480, 215, 365, 62, 286"
4973,4.178571428571429,0.8342127864549225,0,0,1,0,2,0,6,5,24,8,24,70,"480, 215","153, 156, 480, 215, 300, 346, 365, 62, 286"
4993,4.120689655172414,0.9292837111948398,0,1,1,2,2,1,11,12,28,20,38,116,"480, 215","232, 291, 480, 215, 365, 62, 286"
5650,3.75,1.036822067666386,0,0,0,0,0,1,2,0,0,2,1,6,215,215
5782,3.9444444444444446,0.5833333333333334,0,0,0,0,0,0,1,2,4,1,1,9,"480, 215","480, 215"
5952,4.004424778761062,0.9294189218203348,0,1,1,0,6,1,12,13,30,20,29,113,"480, 215","232, 480, 215, 365, 62, 286"
6155,3.4444444444444446,1.083144779971304,0,0,1,0,1,2,4,3,3,1,3,18,"480, 215","480, 215, 365"
6378,3.5833333333333335,0.7699721701835351,0,0,0,0,2,3,7,8,9,5,2,36,215,"232, 215"
6539,3.808080808080808,0.8320955556975325,0,0,1,0,2,7,17,13,30,14,15,99,"480, 215","232, 156, 480, 215, 435, 365, 62, 286"
6942,3.8902439024390243,0.8979991308594849,0,1,0,0,1,2,2,9,10,11,5,41,215,"232, 215"
7153,4.1347826086956525,0.8515253061790415,0,0,1,2,2,1,11,10,32,22,34,115,"480, 215","232, 291, 480, 215, 365, 62, 286"
7624,2.8,0.4472135954999579,0,0,0,0,0,3,1,1,0,0,0,5,215,215
8784,3.5357142857142856,1.0708993401928106,0,1,0,0,2,4,3,4,5,7,2,28,"480, 215","153, 480, 215"
30749,3.6774193548387095,1.0996089236388709,0,2,0,0,2,0,1,7,11,5,3,31,215,"232, 215"
49272,3.9489795918367347,0.8180572639337848,0,0,0,1,0,3,5,9,13,8,10,49,"480, 215","232, 480, 215, 62"
55094,3.5,0.7071067811865476,0,0,0,0,0,0,1,0,1,0,0,2,215,215
55451,3.5,,0,0,0,0,0,0,0,1,0,0,0,1,215,215
55814,4.25,0.5,0,0,0,0,0,0,0,0,3,0,1,4,215,215
55820,3.8974358974358974,1.0011801403415397,0,0,2,0,1,1,4,4,11,9,7,39,215,"215, 62"
58047,3.3636363636363638,0.8393720596645176,0,0,0,0,1,2,1,4,2,0,1,11,215,"232, 215, 62"
60766,3.25,1.9364916731037085,0,1,0,0,0,0,0,1,1,0,1,4,215,215
63082,3.75,1.1056947931548544,0,1,1,1,1,4,1,7,12,6,8,42,215,"153, 215, 435, 300"
68358,3.8055555555555554,0.9582556904365183,0,1,1,0,1,0,2,5,18,4,4,36,215,"232, 215, 435, 365"
72407,2.6,0.9617692030835673,0,0,0,1,1,1,1,0,1,0,0,5,215,215
16,3.953488372093023,0.9051042658193748,0,0,1,0,2,0,6,4,12,10,8,43,480,480
60,3.3055555555555554,0.9570003517254392,0,0,1,0,2,0,6,1,7,0,1,18,480,480
62,3.8636363636363638,0.9109389250430362,0,0,0,0,2,2,11,2,13,2,12,44,480,"156, 480"
69,3.590909090909091,0.9438798074485389,0,0,0,0,1,1,2,2,3,0,2,11,480,480
104,3.4224137931034484,0.8973729892924546,0,0,1,1,5,3,13,15,12,2,6,58,"480, 555","232, 480, 555, 365"
147,3.7,0.9189365834726815,0,0,0,0,1,1,1,0,5,1,1,10,480,480
158,2.9146341463414633,1.0362337997792188,0,2,1,1,7,2,16,3,6,1,2,41,480,"480, 435, 286"
168,3.171875,1.2482851139889684,0,1,0,3,5,2,8,2,4,1,6,32,480,"48, 480"
172,2.8035714285714284,0.9750525694686996,0,1,2,0,5,2,10,3,4,1,0,28,"480, 555","48, 480, 555"
173,2.725,1.1148760998194902,0,1,6,0,6,3,14,2,6,0,2,40,"480, 555","480, 555"
196,2.8125,0.6395055834817612,0,0,1,0,4,2,13,3,1,0,0,24,"480, 555","480, 555"
246,4.2727272727272725,0.7826583626040883,0,0,0,0,0,0,4,1,6,1,10,22,480,"480, 290"
249,3.6363636363636362,0.8090398349558905,0,0,0,0,1,0,3,0,6,0,1,11,480,480
261,3.7777777777777777,0.8006407690254357,0,0,0,0,1,1,7,1,11,2,4,27,480,480
293,4.103896103896104,0.8002370633035067,0,0,1,0,0,0,13,8,22,10,23,77,"480, 555","480, 555, 302, 346, 62"
300,3.9054054054054053,0.6955996397776949,0,0,0,0,0,0,10,2,17,1,7,37,480,"156, 480, 290, 262"
348,3.45,1.179875104897927,0,0,1,0,3,1,5,0,5,1,4,20,480,"156, 480, 262"
353,3.6785714285714284,0.9423726450245636,0,0,0,1,2,1,14,3,10,2,9,42,480,"480, 346"
370,3.0428571428571427,1.0387452029437514,0,2,0,2,3,2,12,5,7,0,2,35,480,"156, 480, 359"
382,3.25,0.8451542547285166,0,0,0,0,0,2,4,0,1,0,1,8,480,480
431,3.74,0.765397500213669,0,0,0,0,0,2,6,4,8,1,4,25,480,"480, 290"
440,3.4693877551020407,0.6407040663834374,0,0,0,0,1,4,18,4,19,2,1,49,"480, 555","156, 480, 555, 262"
442,3.1444444444444444,1.0147896234185585,0,1,1,2,5,1,17,5,9,0,4,45,480,480
454,3.418181818181818,0.7500841703610754,0,0,1,0,2,3,22,3,20,2,2,55,480,"480, 346, 286"
466,2.75,1.003565073696199,0,1,2,1,9,1,14,3,3,0,2,36,"480, 555","480, 555"
474,3.715909090909091,0.6768405335250026,0,0,0,0,0,0,16,5,17,0,6,44,480,"480, 290"
481,2.888888888888889,0.7406828681096325,0,0,0,1,1,0,5,1,1,0,0,9,480,480
485,2.9482758620689653,0.8998494674329751,0,0,2,0,4,4,10,3,5,0,1,29,480,"480, 435"
508,3.6578947368421053,0.7632192058561987,0,0,0,0,2,1,10,5,14,2,4,38,480,"480, 365, 286"
520,3.073170731707317,0.9523718785862754,0,0,1,2,8,1,12,6,8,1,2,41,480,"153, 480"
529,3.8958333333333335,0.8206461752348184,0,0,0,0,0,2,5,2,7,3,5,24,"480, 555","232, 156, 480, 555"
539,3.485074626865672,0.743508010053097,0,0,0,0,5,2,24,6,22,5,3,67,480,"156, 480, 286, 262"
551,3.536363636363636,0.971132145023345,0,2,1,0,2,0,13,10,19,3,5,55,480,"232, 480"
594,3.597826086956522,0.7041114591170232,0,0,0,0,1,2,16,4,18,1,4,46,480,"232, 480, 262"
595,3.7839506172839505,0.836429433682761,0,0,0,0,3,0,28,6,22,5,17,81,480,"232, 480, 290"
653,2.986111111111111,0.8903138380137254,0,1,1,1,3,3,17,2,7,0,1,36,480,"232, 48, 480, 286"
708,3.421875,0.7417217872473609,0,0,0,1,0,2,14,3,9,1,2,32,"480, 555","156, 480, 555, 262"
741,4.09375,0.7576003783877971,0,0,0,0,0,1,1,3,4,3,4,16,480,480
784,2.732142857142857,1.2507933990008608,0,2,1,4,3,4,5,2,4,1,2,28,"480, 555","480, 555"
788,2.5729166666666665,1.1438530599229235,0,3,6,0,11,3,15,2,5,1,2,48,"480, 555","153, 480, 555"
802,3.326923076923077,0.8711177611816635,0,0,1,0,2,0,11,3,7,0,2,26,480,480
832,3.238095238095238,0.9568051998584616,0,0,0,1,3,1,7,3,3,1,2,21,480,480
880,2.5,0.7071067811865476,0,0,0,1,8,0,5,1,1,0,0,16,480,480
953,3.875,1.0097736662950054,0,0,0,1,3,2,3,2,12,4,9,36,480,"232, 156, 480, 290"
991,3.5,0.8366600265340756,0,0,0,0,1,0,1,0,4,0,0,6,480,480
1028,3.75,0.7510676161988108,0,0,0,0,2,2,7,3,18,5,3,40,480,"232, 153, 156, 480, 315"
1036,3.9058823529411764,0.7298651116696105,0,0,0,0,1,2,19,6,33,10,14,85,"480, 555","232, 480, 555, 286"
1078,3.5625,0.7288689868556626,0,0,0,0,0,0,4,1,2,0,1,8,480,"156, 480"
1079,3.911111111111111,0.9187991723940109,0,0,0,1,2,2,6,3,16,4,11,45,480,"156, 480, 290"
1101,3.3017241379310347,1.1620446860554008,0,4,0,1,2,8,14,6,13,2,8,58,480,"480, 359"
1103,3.8,0.6749485577105528,0,0,0,0,0,1,1,1,6,0,1,10,480,480
1179,3.676470588235294,0.8649634470345451,0,0,0,0,2,0,3,2,7,1,2,17,480,"156, 480, 290"
1183,3.608695652173913,0.9765025920359681,0,0,0,1,1,2,5,2,7,1,4,23,480,"480, 286"
1230,3.763888888888889,1.1801096263308466,0,0,1,2,2,3,2,4,9,2,11,36,480,"156, 480, 346"
1235,4.25,0.7302967433402214,0,0,0,0,0,0,2,2,4,2,6,16,480,480
1242,4.2727272727272725,0.6496752435470525,0,0,0,0,0,0,2,1,10,1,8,22,480,"480, 290"
1261,4.147058823529412,0.701888209634219,0,0,0,0,1,0,0,1,8,4,3,17,"480, 555","480, 555"
1263,3.7115384615384617,1.1762064183048562,0,1,1,1,0,0,3,3,10,2,5,26,480,"156, 480, 290, 3"
1266,4.155172413793103,0.6695340634119863,0,0,0,0,0,0,4,2,12,3,8,29,"480, 555","480, 555, 290"
1274,3.738095238095238,1.300183137283433,0,1,1,0,2,0,0,2,8,2,5,21,480,480
1285,3.92,0.8976822006330154,0,0,0,0,0,3,5,1,7,2,7,25,"480, 555","480, 555"
1288,3.9625,0.7195751951939849,0,0,0,0,1,0,6,6,16,3,8,40,"480, 555","156, 480, 555"
1302,3.5441176470588234,1.1306182745336497,0,2,0,0,2,1,8,3,10,3,5,34,480,"232, 480, 3"
1304,3.9,0.8977095036486894,0,0,1,0,1,0,6,3,13,4,7,35,480,"156, 480, 315, 290"
1307,3.9,0.8764598212022147,0,0,0,1,0,3,6,11,7,6,11,45,"480, 555","156, 480, 555, 290"
1320,3.0625,0.9006338347784998,0,0,1,1,3,1,8,5,4,0,1,24,"480, 555","48, 480, 555"
1321,3.588235294117647,0.7952062255644573,0,0,0,0,2,0,3,3,7,1,1,17,"480, 555","480, 555"
1370,3.357142857142857,0.7908448267958047,0,0,1,0,3,2,14,7,11,3,1,42,480,"232, 480, 286"
1378,3.21875,1.032291141103129,0,1,0,0,1,1,6,1,5,0,1,16,"480, 555","480, 555"
1380,2.9651162790697674,1.1411948043149114,0,2,3,1,5,3,12,6,6,3,2,43,480,"232, 153, 480, 365"
1387,3.9642857142857144,0.933503385868831,0,0,1,0,2,0,10,9,13,3,18,56,480,"232, 156, 480, 290"
1391,3.032608695652174,1.1175477812953953,0,2,2,0,9,3,10,4,13,0,3,46,"480, 555","480, 555"
1393,3.54,0.8738841281244071,0,0,2,1,1,2,9,11,16,6,2,50,"480, 555","156, 480, 555, 365"
1394,3.926470588235294,1.0010021716228108,0,0,0,0,4,1,3,4,8,4,10,34,"480, 555","156, 480, 555, 290"
1407,3.1625,1.140105145848287,0,3,0,0,5,3,11,3,10,2,3,40,480,"480, 286"
1409,2.625,1.3335700547436908,0,1,2,0,1,2,2,2,1,0,1,12,480,480
1441,3.75,0.7229988054812212,0,0,0,0,0,0,5,0,4,2,1,12,"480, 555","480, 555"
1449,3.966666666666667,0.7432233529572065,0,0,0,0,0,0,4,1,5,2,3,15,"480, 555","480, 555"
1464,3.4375,0.8634441002668988,0,0,0,0,1,1,1,1,3,1,0,8,480,480
1466,3.760869565217391,0.5813300818223848,0,0,0,0,1,0,3,4,12,3,0,23,"480, 555","480, 555"
1476,3.525,1.0447235846964749,0,0,0,1,2,1,4,3,5,0,4,20,"480, 555","480, 555"
1485,3.03,1.0122212390256855,0,3,0,1,4,10,11,9,8,2,2,50,480,"153, 48, 156, 480"
1527,3.798507462686567,0.8167735002441253,0,0,0,0,2,6,11,8,21,9,10,67,"480, 555","48, 480, 555, 365, 286"
1544,2.7142857142857144,0.9761975581171405,0,0,5,1,9,3,13,4,5,2,0,42,"480, 555","232, 480, 555, 359"
1610,3.851063829787234,0.971970732343747,0,2,0,0,0,1,7,5,18,6,8,47,480,"480, 365, 62"
1641,3.693548387096774,0.8914166567402576,0,0,1,0,2,1,3,4,15,2,3,31,"480, 555","156, 480, 555, 290"
